17237|||Agrar- & Handelsgenossenschaft e.G.|Blankensee|131971|440|03344 3538||Eberswalder Str. 34|||Metzgerei|Agrar- u. Handelsgenossenschaft eG|http://www.firmenwissen.de/az/firmeneintrag/17237/3490010675/AGRAR_UND_HANDELSGENOSSENSCHAFT_E_G_BLANKENSEE.html|ahgblankensee@gmx.de|251
16515|||AK Feldfrucht GmbH|Postlow|121068|404|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/17391/3490150372/AK_FELDFRUCHT_GMBH.html|akagrar@freenet.de|252
16818|||AKG mbH Gnewikow|Neuruppin Stadt|170669|569|03391 655870||Zu den Eichen 5|||Landwirtschaftliche Produkte Einzelhandel|AKG Agrargesellschaft & Kornbrennerei mbH Gnewikow|http://www.firmenwissen.de/az/firmeneintrag/16818/3270012202/AKG_AGRARGESELLSCHAFT_KORNBRENNEREI_MBH_GNEWIKOW.html|akg-gnewikow@online.de|253
72525|||Schäferei Stotz GbR|Münsingen Stadt|226551|755|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/65623/6170073229/ACHIM_STOTZ_ALEXANDER_MANZ_GBR_GERUESTBAU.html|alexandermanz@t-online.de|254
99752|||ALTIS-Bäuerliche Aktiengesellschaft Bleicherode/Südharz|Bleicherode Stadt|913905|3046|036338 30530||Heerweg 22|||Landschaftsgärtner|ALTIS - Bäuerliche AG Bleicherode/Südharz|http://www.firmenwissen.de/az/firmeneintrag/99752/3230014933/ALTIS_BAEUERLICHE_AKTIENGESELLSCHAFT.html|altis-bag@t-online.de|255
39619|||Altmark GbR Kerkau|Arendsee (Altmark) Stadt|179564|599|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/39619/3350093534/ALTMARK_GBR_KERKAU_NORBERT_DANICKE_MARIO_KRAUS_UND_IRMTRAUD_PAWLAS_GBR.html|altmarkgbrkerkau@t-online.de|256
15377|||AMG Agrar und Marketing Gesellschaft mbH|Oberbarnim|293333|978|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/15377/3250034237/AMG_AGRAR_MARKETING_GESELLSCHAFT_MBH_MAERKISCHE_SCHWEIZ.html|amg-grunow@t-online.de|257
1877|||Heine GbR|Demitz-Thumitz|107313|358|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/54516/5350129531/HEINE_WINGENDER_GBR.html|anders-wittlich@kabelmail.de|258
38170|||Harke GbR|Vahlberg|46787|156|02867 909024||Mozartstraße 12|||Garten-/Landschaftsbauunternehmen|Gartenträume Harke GbR|http://www.firmenwissen.de/az/firmeneintrag/46359/4030058622/ANDREAS_HARKE_UND_FRANZ_JOSEF_HARKE_GBR_GALA_BAU.html|andreas.harke@gmx.net|259
18195|||Prangendorfer Marktfruchtbau GbR|Cammin|252417|841|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/04749/3150107757/ANDREAS_UND_JOHANNES_PAAS_GBR_MARKTFRUCHTBAU.html|andreas.paas@gmx.de|260
1896|||Thalheim GbR|Lichtenberg|59530|198|03721 269388||Stollberger Str. 32|||Ergotherapeut|Fröhlich & Zuber GbR|http://www.firmenwissen.de/az/firmeneintrag/09380/3030250513/SEBASTIAN_UND_ANDREAS_MUELLER_GBR_TISCHLEREI.html|andreasmueller.thalheim@gmx.de|261
24626|||Kracht GbR|Rickling|205794|686|0571 9727071||Minderheideweg 35|||Installateur|Kracht & Kracht GbR|http://www.firmenwissen.de/az/firmeneintrag/32689/4170257147/VOLKMAR_W_BRETTMEIER_UND_JENS_KRACHT_GBR_STEUERBERATUNGSKANZLEI.html|anfrage@lip-steuerberater.de|262
39343|||Börde GbR|Hohe Börde|176203|587|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/39167/3170253083/ANKE_DUBBE_CARLO_MARTINI_HAUSKRANKENPFLEGE_BOERDE_GBR.html|anke-carlo@web.de|263
17398|||Anklamer Agrar AG|Bargischow|540600|1802|03971 245693||Am Hohen Stein|||Landwirtschaftliche Produkte Einzelhandel|Anklamer Agrar AG|http://www.firmenwissen.de/az/firmeneintrag/17398/3490042197/ANKLAMER_AGRAR_AKTIENGESELLSCHAFT.html|anklamer-agrar-ag@t-online.de|264
17398|||M & E-Mutterkuhhaltung und Ex- tensivierungs GmbH Bargischow|Anklam Stadt|128513|428|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/17398/3490028850/M_E_MUTTERKUHHALTUNG_UND_EXTENSIVIERUNGS_GMBH_BARGISCHOW.html|anklamer-agrar-ag@t-online.de|265
4626|||Agrarprodukte Schmölln GmbH|Schmölln Stadt|550842|1836|034491 70561||Thomas-Müntzer-Siedlung 2|||Landwirtschaftsbetrieb|Agrarprodukte Schmölln GmbH|http://www.firmenwissen.de/az/firmeneintrag/04626/3110039785/AGRARPRODUKTE_SCHMOELLN_GMBH.html|ap-schmoelln@t-online.de|266
4509|||Agrarprodukte Löbnitz GmbH|Löbnitz|119715|399|034208 70780||Delitzscher Str. 32|||Landwirtschaftsbetrieb|Agrarprodukte Löbnitz GmbH|http://www.firmenwissen.de/az/firmeneintrag/04509/3150135044/AGRARPRODUKTE_LOEBNITZ_GMBH.html|ap.loebnitz@t-online.de|267
18198|||Agrarproduktion Stäbelow GmbH|Stäbelow|194233|647|038207 70313||Wilsener Weg 4|||Landwirtschaftsbetrieb|Agrarproduktion Staebelow GmbH|http://www.firmenwissen.de/az/firmeneintrag/18198/3190127536/AGRARPRODUKTION_STAEBELOW_GMBH.html|ap.staeblow@freenet.de|268
39596|||Agrarproduktiv-Gen.Schwarzholz|Hohenberg-Krusemark|428048|1427|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/39596/3350006127/AGRARPRODUKTIV_GENOSSENSCHAFT_E_G_SCHWARZHOLZ.html|apg.eg.schwarzholz@t-online.de|269
37345|||APH Agrar Produkt & Handels GmbH & CO. KG|Sonnenstein|325765|1086|036072 90234||Hauptstraße 2||||APH Agrar Produkt & Handels GmbH & Co KG|http://www.firmenwissen.de/az/firmeneintrag/37345/3230006869/APH_AGRAR_PRODUKT_UND_HANDELS_GMBH_CO_KG.html|aph-weissenborn@web.de|270
7616|||Agrarprodukt Hainspitz e.G.|Bürgel Stadt|271329|904|036691 45075||Döllschütz|||Grosshändler|Agrarprodukt Hainspitz e.G. Milchviehanlage|http://www.firmenwissen.de/az/firmeneintrag/07616/3410003476/AGRARPRODUKT_HAINSPITZ_EG.html|aphainspitz1@t-online.de|271
18292|||APN Agrarproduktion GmbH &CoKG|Kuchelmiß|433605|1445|038456 60908||Ziegeleiweg 3|||Landwirtschaftliche Produkte Einzelhandel|A.P.N. Agrarproduktion Nebeltal GmbH & Co. KG|http://www.firmenwissen.de/az/firmeneintrag/18292/3190288421/A_P_N_AGRARPRODUKTION_NEBELTAL_GMBH_CO_KG.html|apnagrar@vodafone.de|272
37181|||Ahrhaus GbR|Hardegsen Stadt|162450|541|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/44137/4070520268/STEFAN_TARHAUS_ARCHITEKTURBUERO.html|architekt@tarhaus.de|273
19322|||ARGE - Agrar GmbH Cumlosen|Cumlosen|159824|533|038794 30353||Motricher Str. 1A|||Landwirtschaftsbetrieb|Arbeitsgemeinschaft Landwirte|http://www.firmenwissen.de/az/firmeneintrag/19322/3330086607/ARGE_AGRAR_GMBH.html|arge.cumlosen@t-online.de|274
4687|||Kupfer GbR|Trebsen/Mulde Stadt|208107|694|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/26548/2250328876/ARMIN_KUPFER_BETTINA_KUPFER_GBR.html|armin.kupfer@freenet.de|275
6905|||Schmidt GbR|Bad Schmiedeberg Stadt|83765|279|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/26624/2250231520/ANDREAS_SCHMIDT_WILHELM_SCHMIDT_GBR.html|asb-gebr.schmidt@web.de|276
17194|||Dam- und Mutterkuhhaltung Schneider GbR|Hohen Wangelin|145671|486|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/63477/6130201462/RALPH_ASCHENBRENNER_UND_THOMAS_SCHNEIDER_GBR_SIGNAL_IDUNA_GENERALAGENTEN.html|aschenbrenner-schneider@signal-iduna.net|277
6249|||LPVG Mücheln mbH|Mücheln (Geiseltal) Stadt|145463|485|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/06249/3130052512/ASG_ARBEITSFOERDERUNGS_UND_SANIERUNGSGESELLSCHAFT_MBH.html|asg_mbh_muecheln@t-online.de|278
39576|||ATG Nahrstedt mbH|Stendal Hansestadt|163304|544|039329 41490||Alte Chaussee 13|||Landwirtschaftsbetrieb|Agrar- und Tierzucht-Gesellschaft Nahrstedt mbH|http://www.firmenwissen.de/az/firmeneintrag/39576/3350008202/AGRAR_UND_TIERZUCHT_GESELLSCHAFT_NAHRSTEDT_MBH.html|atg.nahrstedt@web.de|279
6429|||NGL GbR|Nienburg (Saale) Stadt|122346|408|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/58099/4110177488/KATRIN_NAGEL_MICHAEL_LADAGE_GBR_RESTPOSTENHANDEL.html|auktion@n-g-l.de|280
16356|||Matthes GbR|Ahrensfelde|462910|1543|033394 57752||Freienwalder Chaussee 16|||Landwirtschaftsbetrieb|Matthes GbR|http://www.firmenwissen.de/az/firmeneintrag/04416/3150365906/PETER_MATTHES_UND_ERIKA_MATTHES_GBR_AUSSENWERBUNG_PETER_MATTHES_GBR.html|Aussenwerbung-Matthes@t-online.de|281
23827|||Gut Wensin GbR|Wensin|218165|727|04559 1039||Am Gutshof 1|||Landwirtschaftsbetrieb|Gut Wensin|http://www.firmenwissen.de/az/firmeneintrag/65779/6070487051/MIROSLAV_DUMLIJAN_UND_MARIO_STRAKA_GBR.html|autogalerie-frankfurt@mobile.de|282
16278|||Gut Wilmersdorf GbR|Angermünde Stadt|296892|990|033334 7514||Wilmersdorfer Str. 23|||Gutshof|Gut Wilmersdorf GbR|http://www.firmenwissen.de/az/firmeneintrag/65779/6070487051/MIROSLAV_DUMLIJAN_UND_MARIO_STRAKA_GBR.html|autogalerie-frankfurt@mobile.de|283
38835|||Gut Wülperode GbR|Osterwieck Stadt|125964|420|0172 5447819||Kirchstraße 2|||Landwirtschaftliche Produkte Einzelhandel|Gut Wülperode GbR|http://www.firmenwissen.de/az/firmeneintrag/65779/6070487051/MIROSLAV_DUMLIJAN_UND_MARIO_STRAKA_GBR.html|autogalerie-frankfurt@mobile.de|284
6420|||GbR von Daniels|Könnern Stadt|143971|480|034692 22676||Am kleinen Berg 36||||H. von Daniels Spangenberg & D. von Daniels GbR|http://www.firmenwissen.de/az/firmeneintrag/65779/6070487051/MIROSLAV_DUMLIJAN_UND_MARIO_STRAKA_GBR.html|autogalerie-frankfurt@mobile.de|285
21368|||Die LandWerker GbR|Dahlem|202515|675|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/65779/6070487051/MIROSLAV_DUMLIJAN_UND_MARIO_STRAKA_GBR.html|autogalerie-frankfurt@mobile.de|286
6246|||Gut Werder GbR|Bad Lauchstädt Goethestadt|199351|665|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/65779/6070487051/MIROSLAV_DUMLIJAN_UND_MARIO_STRAKA_GBR.html|autogalerie-frankfurt@mobile.de|287
39387|||Gut Böhnshausen GbR|Halberstadt Stadt|194714|649|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/65779/6070487051/MIROSLAV_DUMLIJAN_UND_MARIO_STRAKA_GBR.html|autogalerie-frankfurt@mobile.de|288
19395|||Agrarvereinigung MiFeMa eG Plauerhagen|Barkhagen|589190|1964|038735 4810||Quetziner Str. 29A|||Landwirtschaftsbetrieb|Agrarvereinigung MiFeMa eG Plauerhagen (Milch, Ferkel, Marktfruchtanbau)|http://www.firmenwissen.de/az/firmeneintrag/19395/3330004167/AGRARVEREINIGUNG_MIFEMA_EG_PLAUERHAGEN.html|av_plauerhagen@t-online.de|289
9569|||Agrozuchtfarm Breitenau eG|Oederan Stadt|467107|1557|037292 2910||Str. des Friedens 90|||Grosshändler|Agrozuchtfarm Breitenau e.G.|http://www.firmenwissen.de/az/firmeneintrag/09569/3030023882/AGROZUCHTFARM_BREITENAU_EG.html|AZFBreit@t-online.de|290
42699|||Dickhoven KG|Solingen Klingenstadt|71599|239|0212 62508||Linde 16|||Landwirtschaft|Dickhoven KG|http://www.firmenwissen.de/az/firmeneintrag/42699/5330202549/DICKHOVEN_KG.html|b.dickhoven@bstelecom.de|291
6347|||Hof Reidewitz GbR|Gerbstedt Stadt|117179|391|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/06347/3130180409/WOLFGANG_LAMPE_BAEDER_LAMPE.html|baeder-lampe@t-online.de|292
19205|||Lebenshilfewerk Hagenow g GmbH Arche-Hof Domäne Kneese|Hagenow Stadt|42586|142|038876 31050||Dorfstraße 9|||Berater|Lebenshilfewerk Hagenow gGmbH|http://www.firmenwissen.de/az/firmeneintrag/23881/2150505047/SENIOREN_UND_PFLEGEPENSION_BAELAUER_HOF_GMBH.html|baelauer.hof@web.de|293
17398|||Milchhof Salko GmbH|Klein Bünzow|68255|228|039726 25443||Alt Kosenow 10A|||Molkerei|Milchhof Salko GmbH|http://www.firmenwissen.de/az/firmeneintrag/17398/3490123563/MILCHHOF_SALKO_GMBH.html|bahela@live.nl|294
15528|||Brettschneider GbR|Spreenhagen|189488|632|03562 983422||Spremberger Str. 124|||Friseursalon|Gursch u. Brettschneider GbR|http://www.firmenwissen.de/az/firmeneintrag/15528/3250056093/BRETTSCHNEIDER_GBR_LANDWIRTSCHAFTSBETRIEB.html|Bauer-Bretti@t-online.de|295
17440|||Janicki KG Milchhof Bauer|Zemitz|100954|337|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/4771/9070181661/MILCHHOF_GEBR_BAUER_OG.html|bauer-franz@direct.at|296
41372|||Bauer Küppers Landwirtschaft KG|Niederkrüchten|62046|207|02434 992789||Hauptstraße 153|||Bauernmarkt|Bauer Küppers Landwirtschaft KG|http://www.firmenwissen.de/az/firmeneintrag/41372/5230344988/BAUER_KUEPPERS_LANDWIRTSCHAFT_KG.html|bauerkueppers@gmx.de|297
37308|||AGG Agrar GmbH Geisleden|Geisleden|125297|418|036084 84894||Klingelstraße 25||||AGG Agrar GmbH Geisleden|http://www.firmenwissen.de/az/firmeneintrag/37308/3230028086/AGG_AGRAR_GMBH_GEISLEDEN.html|bauerkunze@gmx.de|298
2959|||Bäuerliche Genossenschaft Groß Düben e.G.|Groß Düben|157744|526|035773 70627||Klein Dübener Weg|||Landwirtschaft|Bäuerliche Genossenschaft Groß Düben e.G.|http://www.firmenwissen.de/az/firmeneintrag/02959/3050043824/BAEUERLICHE_GENOSSENSCHAFT_GROSS_DUEBEN_E_G.html|bauerngen@hotmail.com|299
15295|||Bauerngesellschaft Ziltendorfer Niederung GbR|Wiesenau|982197|3274|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/15295/3250030990/BAUERNGESELLSCHAFT_ZILTENDORFER_NIEDERUNG_GBR.html|Bauerngesellschaft.Wiesenau@lycos.de|300
14715|||GbR Bauernhof Schmücker|Havelaue|106294|354|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/46244/4090228221/PHILIPP_MAASSEN_LANDWIRTSCHAFT.html|bauernhof-maassen@t-online.de|301
39175|||Bauernhof Zur Klus GmbH|Gommern Stadt|202844|676|039292 2176||Gübser Weg 1|||Auftragnehmer|Bauernhof Zur Klus GmbH|http://www.firmenwissen.de/az/firmeneintrag/17291/3490050639/KLAUS_SCHUBERT_BAUERNHOF_SEEHAUSEN.html|bauernhof-seehausen@t-online.de|302
4680|||Bauernhof GmbH Meuselwitz|Colditz Stadt|174170|581|034381 42118||Brossener Dorfstraße 2|||Landwirtschaftliche Betriebe|Bauernhof GmbH Meuselwitz|http://www.firmenwissen.de/az/firmeneintrag/04680/3150048208/BAUERNHOF_GMBH_MEUSELWITZ.html|bauernhofgmbhmeuselwitz@t-online.de|303
17389|||Bavaria Saat Zuchtbetriebs GmbH & Co. Stretense KG|Anklam Stadt|88629|295|039722 20245||Anklamer Str. 70|||Landwirtschaftliche Produkte Einzelhandel|Bavaria Saatzuchtbetriebs GmbH & Co.KG|http://www.firmenwissen.de/az/firmeneintrag/17389/3490028898/BAVARIA_SAAT_ZUCHTBETRIEBS_GMBH_CO_STRETENSE_KG.html|bavaria-saat@t-online.de|304
16845|||AG Breddin eG|Breddin|274327|914|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/8274/1421710615/BREEDING_BOTANICALS_INTERNATIONAL_AG.html|bbueter@bb-international.ch|305
39638|||R. und B. Beneke GbR|Gardelegen Hansestadt|108648|362|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/39638/3350006939/RUEDIGER_BEATE_SILVIO_BENEKE_GBR_LANDWIRTSCHAFT.html|beate-benecke@t-online.de|306
99955|||Becker - Henrich Agrar|Bad Tennstedt Stadt|429127|1430|036041 44305||Am Bahnhof|||Landwirtschaftliche Produkte Einzelhandel|Becker-Henrich Agrar GbR|http://www.firmenwissen.de/az/firmeneintrag/99955/3230031401/THEO_BECKER_HENRICH_LANDWIRTSCHAFT.html|becker-henrich@t-online.de|307
6556|||Becker & Geyer GmbH & CoKG|Ringleben|298398|995|03466 321301||Feldstraße 11|||Beteiligungsgesellschaften|Becker & Geyer GmbH & Co. KG|http://www.firmenwissen.de/az/firmeneintrag/06556/3450099217/BECKER_GEYER_VERWALTUNGSGESELLSCHAFT_MBH.html|beckergeyergmbhrecokg@t-online.de|308
24634|||Beckmann GbR|Padenstedt|87562|292|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/39579/3350026640/GEORG_BECKMANN_STEFAN_BECKMANN_GBR.html|beckmanngbr@yahoo.de|309
17291|||Beenzer Agrar GmbH & CoKG|Nordwestuckermark|80745|269|039856 218||Heidereiterweg 1|||Landwirtschaftliche Produkte Einzelhandel|Beenzer Agrar GmbH & Co. KG|http://www.firmenwissen.de/az/firmeneintrag/17291/3490025480/BEENZER_AGRAR_GMBH_CO_KG.html|beenze-agrar@t-online.de|310
9569|||BEGA Gahlenz e.G.|Oederan Stadt|440601|1469|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/09569/3030020746/BEGA_BAEUERLICHE_ERZEUGERGENOSSENSCHAFT_GAHLENZ_E_G.html|BEGA-Oe@t-online.de|311
31241|||Atila GbR|Ilsede|157046|523|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/31241/2210179651/ATILA_GBR_LANDWIRTSCHAFT.html|behrend.nottbohm@t-online.de|312
19399|||Below Farm GbR|Techentin|142403|475|038736 42347||Below Farm 1|||Landwirtschaftsbetrieb|Below Farm|http://www.firmenwissen.de/az/firmeneintrag/19399/3330152612/WILLEM_CORNELIS_SCHERPENZEEL_UND_FOKJE_SCHERPENZEEL.html|belowfarm@hotmail.com|313
39624|||Benecke-Wachtel KG|Kalbe (Milde) Stadt|233386|778|039030 2223||Bahnhofstraße 36|||Landwirtschaft|Benecke-Wachtel KG|http://www.firmenwissen.de/az/firmeneintrag/39624/3350027882/BENECKE_WACHTEL_KG.html|benecke-wachtel@web.de|314
29410|||Betriebsgemeinschaft Altmark GbR|Salzwedel Hansestadt|118858|396|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/29410/3350027601/B_UND_S_OLDENBURGER_ALTMARK_GBR.html|bernd.oldenburger@portal-rind.de|315
14641|||Bernhardinenhof Produktions- u Handels GmbH & Co.KG|Paulinenaue|115239|384|033237 88242||Brädikower Weg 8|||Hersteller|Bernhardinenhof Produktions-Handels- und Verwaltungs GmbH|http://www.firmenwissen.de/az/firmeneintrag/14641/3270005600/BERNHARDINENHOF_PRODUKTIONS_UND_HANDELS_GMBH_CO_KG.html|bernhardinenhof@t-online.de|316
9627|||Agrarprodukte Falkenberg GmbH|Bobritzsch-Hilbersdorf|66192|221|037325 6312||Hauptstraße 58|||Landwirtschaftsbetrieb|Agrarprodukte Falkenberg GmbH|http://www.firmenwissen.de/az/firmeneintrag/09627/3030155861/AGRARPRODUKTE_FALKENBERG_GMBH.html|berthold.wild@t-online.de|317
17209|||Agrar Eldequell GmbH|Fincken|372139|1240|039922 82880||Dorfstr. 23||||Agrar Eldequell GmbH|http://www.firmenwissen.de/az/firmeneintrag/17209/3490026461/AGRAR_ELDEQUELL_GMBH.html|bettine@wandelholding.de|318
29410|||Agrikult GmbH & Co. KG|Salzwedel Hansestadt|239613|799|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/29410/3350078150/AGRIKULT_GMBH_CO_KG.html|bg-eversdorf@t-online.de|319
15936|||Bauerngenossenschaft Gebersdorf-Mehlsdorf eG|Dahme/Mark Stadt|357036|1190|035451 512||Dorfstraße 23|||Genossenschaften|Bauerngenossenschaft Gebersdorf-Mehlsdorf eG|http://www.firmenwissen.de/az/firmeneintrag/15936/3050019423/BAUERNGENOSSENSCHAFT_GEBERSDORF_MEHLSDORF_EG.html|bggeb@t-online.de|320
38489|||Bierstedt Agrar-GmbH & Co. KG|Rohrberg|241591|805|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/38489/3350075680/BIERSTEDT_AGRAR_GMBH_CO_KG.html|bierstedtagrarschule@web.de|321
39606|||Bieseland KG|Osterburg (Altmark) Hansestadt|250311|834|039392 91281||Am Schliecksdorfer Stau|||Landwirtschaft|Bieseland KG|http://www.firmenwissen.de/az/firmeneintrag/39606/3350079720/BIESELAND_KG.html|bieseland-rossau@t-online.de|322
29581|||Besenthal & Söhne GbR|Gerdau|106675|356|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/79362/7010348085/BINDER_UND_SOEHNE_GBR_BIOENERGIE.html|binder-gdbr@online.de|323
6333|||Biotopia GbR Anthes Anthes|Arnstein Stadt|90165|301|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/06333/3130031731/WERNER_ANTHES_CHRISTIAN_ANTHES_MARCEL_BROESE_GBR.html|Biohof@biotopia-greifenhagen.de|324
4779|||Biohof Paulsen GmbH|Wermsdorf|83696|279|034361 53711||Oberdorf 12A|||Landwirtschaftliche Produkte Einzelhandel|Biohof Paulsen GmbH|http://www.firmenwissen.de/az/firmeneintrag/04779/3150262429/BIOHOF_PAULSEN_GMBH.html|Biohof@t-online.de|325
59757|||Kemper GbR|Arnsberg Stadt|141712|472|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/59757/4270070967/KEMPER_GBR_LANDWIRTSCHAFT.html|biolandhof-kemper@yahoo.de|326
39638|||Glaue GbR|Gardelegen Hansestadt|50396|168|03907 730899||Dorfstraße 41|||Landwirtschaftliche Produkte Einzelhandel|Bernd und Birgitt Glaue GbR|http://www.firmenwissen.de/az/firmeneintrag/39638/3350010418/BERND_GLAUE_BIRGIT_GLAUE_STEFAN_GLAUE_GBR.html|birgit.glaue@gmx.de|327
31319|||NATURENO Agrar GmbH & Co. KG|Sehnde Stadt|188155|627|05138 606740||Vorwerk Neuloh 1|||Landwirtschaftsbetrieb|NATURENO Verwaltungs- und Beteiligungsgesellschaft mbH|http://www.firmenwissen.de/az/firmeneintrag/31319/2190503636/NATURENO_AGRAR_GMBH_CO_KG.html|Block-Grupe@natureno.de|328
25767|||Prochnow GbR|Tensbüttel-Röst|65113|217|0385 615345||Neu Pampow 9|||Hausmeisterservice|Die Hausmeister Prochnow, Prochnow, Buß GbR|http://www.firmenwissen.de/az/firmeneintrag/01458/3070349118/MAIK_PROCHNOW_UND_DIRK_PROCHNOW_GBR_BODEN_PARKETTLEGER.html|bodenleger-prochnow@gmx.de|329
39164|||Bördeland LW GmbH|Wanzleben-Börde Stadt|583432|1945|039204 5272||Rodenslebener Str. 25|||Landwirtschaftsbetrieb|Bördeland Landwirtschaftliche- Gesellschaft mbH|http://www.firmenwissen.de/az/firmeneintrag/39179/3170071535/BOERDELAND_TRANSPORT_GMBH.html|boerdeland.stoischek@t-online.de|330
16909|||Agrargesellschaft Zootzen mbH & Co.  KG|Wittstock/Dosse Stadt|112092|374|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/16909/3270130355/AGRARGESELLSCHAFT_ZOOTZEN_MBH_CO_KG.html|boerge.diessel@arcor.de|331
39596|||Bokelmann GbR|Hassel|86382|288|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/39596/3350020103/GERHARD_HEINRICH_BOKELMANN_U_JAN_BOKELMANN_GBR.html|bokelmann-gbr@gmx.de|332
98663|||Bäuerliche Produktion & Absatz AG|Hellingen|572868|1910|036871 5710||Harthweg 10|||Landwirtschaftsbetrieb|Bäuerliche Produktion u. Absatz AG|http://www.firmenwissen.de/az/firmeneintrag/98663/3210004077/BAEUERLICHE_PRODUKTIONS_UND_ABSATZ_AKTIENGESELLSCHAFT.html|bpag-hellingen@web.de|333
17268|||Gut Storkow eG|Templin Stadt|520866|1736|03987 2646||Storkower Dorfstraße 14|||Landwirtschaftliche Produkte Einzelhandel|Gut Storkow eG|http://www.firmenwissen.de/az/firmeneintrag/17268/3490005278/GUT_STORKOW_EG.html|bpg.storkow@t-online.de|334
38690|||Klostergut Wöltingerode|Goslar Stadt|122302|408|05324 5880||Wöltingerode 1|||Brauerei|Klostergutsbrauerei Wöltingerode|http://www.firmenwissen.de/az/firmeneintrag/38690/2130149424/KLOSTERGUTSBRAUEREI_WOELTINGERODE_GMBH.html|Brauerei@woeltingerode.de|335
51373|||Bayer Real Estate GmbH|Leverkusen Stadt|127286|424|0214 3040045||Hauptstraße 119|||Immobilienagentur|Bayer Real Estate GmbH|http://www.firmenwissen.de/az/firmeneintrag/51373/5330008889/BAYER_REAL_ESTATE_GMBH.html|bre-kb@bayer-ag.de|336
34628|||Krug GbR|Willingshausen|93720|312|03691 214550||Domstraße 1|||Immobilienagentur|Krug & Krug GbR,|http://www.firmenwissen.de/az/firmeneintrag/15370/3250037838/BRILLEN_KRUG_GBR_ANDREAS_THOMAS_MATTHIAS_KRUG.html|brillen-krug@t-online.de|337
17291|||Landboden Fürstenwerder GmbH|Nordwestuckermark|85601|285|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/17291/3490185729/LANDBODEN_FUERSTENWERDER_GMBH.html|britta-grosserueschkamp@t-online.de|338
49635|||Brunswinkel-Röh GbR|Badbergen|47313|158|05433 9148533||Bergfelderort 1|||Bioladen|BIO-Hofladen Brunswinkel-Röh GbR|http://www.firmenwissen.de/az/firmeneintrag/49635/2310181074/KARIN_BRUNSWINKEL_JENS_ROEH_LANDWIRTSCHAFT.html|brunswinkel-roeh@freenet.de|339
15518|||FW Vieh- und Fleisch GmbH  Briesen|Briesen (Mark)|318432|1061|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/15518/3250007481/FUERSTENWALDER_VIEH_UND_FLEISCH_GMBH_BRIESEN.html|buchhaltung-br@agrarfrisch.de|340
