16303|||MILGETA Agrar GmbH|Schwedt/Oder Stadt|401689|1339|03332 510237||Schwedenweg 18|||Landmaschinenhändler|MILGETA Agrargesellschaft mbH Vierraden|http://www.firmenwissen.de/az/firmeneintrag/16303/3250012236/MILGETA_AGRARGESELLSCHAFT_MIT_BESCHRAENKTER_HAFTUNG_VIERRADEN.html|None
6901|||LWB Selbitz e. G.|Kemberg Stadt|821761|2739|None||No Address|||No Business Description|No Business Name|https://duckduckgo.com/?q=LWB+Selbitz+e.+G.+site%3Ahttp%3A%2F%2Fwww.firmenwissen.de%2F|None
36433|||Agrargenossenschaft Moorgrund e.G.|Moorgrund|814028|2713|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/36433/3210026449/AGRARGENOSSENSCHAFT_MOORGRUND_E_G.html|info@ag-moorgrund-eg.de
9337|||Agrargenossenschaft Lungwitztal e. G.|Bernsdorf|802106|2674|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/09337/3310004006/AGRARGENOSSENSCHAFT_LUNGWITZTAL_EG.html|verwaltung@agrar-bernsdorf.de
17111|||Böhm - Nordkartoffel Agrarproduktion GmbH & Co. OHG|Hohenmocker|794254|2648|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/17111/3490014090/BOEHM_NORDKARTOFFEL_AGRARPRODUKTION_GMBH_CO_OHG.html|sborgwald@bna-kartoffel.de
6895|||AG Mühlanger e.G.|Zahna-Elster Stadt|729825|2433|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/7/0/7/7/1_20.html|None
99880|||Landwirtschaftliches  Zentrum 'Hörseltal' e.G.|Hörsel|724861|2416|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/99880/3230014877/LANDWIRTSCHAFTLICHES_ZENTRUM_HOERSELTAL_E_G.html|info@lzmechterstaedt.de
6686|||ADG Lützen- Dölzig mbH|Lützen Stadt|716114|2387|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/06686/3130006800/AGRAR_UND_DIENSTLEISTUNGSGESELLSCHAFT_LUETZEN_DOELZIG_MBH.html|None
15806|||Agrargenossenschaft eG Glienick / Groß Schulzendorf|Zossen Stadt|713046|2377|None||No Address|||No Business Description|No Business Name|https://duckduckgo.com/?q=Agrargenossenschaft+eG+Glienick+%2F+Gro%C3%9F+Schulzendorf+site%3Ahttp%3A%2F%2Fwww.firmenwissen.de%2F|None
39326|||DAWA Agrar GmbH & Co. KG|Niedere Börde|707956|2360|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/39326/3170024325/DAWA_AGRAR_GMBH_CO_KG.html|info@dawa-agrar.de
4319|||Gut Engelsdorf Agrarprodukte GmbH|Leipzig Stadt|693085|2310|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/04319/3150107723/GUT_ENGELSDORF_AGRARPRODUKTE_GMBH.html|info@gruma-agrar.de
17349|||AG Burg Stargard mbH|Burg Stargard Stadt|691830|2306|None||No Address|||No Business Description|No Business Name|https://duckduckgo.com/?q=AG+Burg+Stargard+mbH+site%3Ahttp%3A%2F%2Fwww.firmenwissen.de%2F|None
17309|||Marktfrucht GbR Rollwitz|Rollwitz|683437|2278|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/17309/3490096216/FRIEDRICH_DRECHSLER_BAHNE_HANSEN_UND_DR_JUERGEN_OHLS_MARKTFRUCHT.html|None
17349|||Saatzucht Steinach GmbH & Co K|Lindetal|680766|2269|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/94377/8230022748/SAATZUCHT_STEINACH_GMBH_CO_KG.html|info@saatzucht.de
16775|||Wentowsee Agrar u.TZ GmbH|Gransee Stadt|680167|2267|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/24357/2230210400/BALTIC_AGRAR_GMBH_CO_KG.html|None
1594|||Agrargenossenschaft Riesa e.G.|Riesa Stadt|672422|2241|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/01594/3070037441/AGRARGENOSSENSCHAFT_RIESA_E_G.html|None
37345|||Agrargenossenschaft Am Ohmberg eG|Am Ohmberg|650740|2169|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/37345/3230014175/AGRARGENOSSENSCHAFT_AM_OHMBERG_EG.html|info@das-beste-vom-lan.de
99887|||Amber-Bäuerliche Aktiengesellschaft|Hohenkirchen|649495|2165|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/99887/3230022791/AMBER_BAEUERLICHE_AKTIENGESELLSCHAFT.html|info@amber-ag.de
17390|||Agrargesellschaft Klein Bünzow mbH|Klein Bünzow|647780|2159|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/17390/3490147972/AGRARGESELLSCHAFT_KLEIN_BUENZOW_MBH.html|None
9432|||Agrar GmbH Zschopautal /die|Großolbersdorf|647619|2159|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/09432/3030061624/AGRAR_GMBH_ZSCHOPAUTAL.html|zschopautal@bauernland-ag.de
9337|||Agrargenossenschaft Langenchursdorf eG|Callenberg|645038|2150|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/09337/3310004333/AGRARGENOSSENSCHAFT_LANGENCHURSDORF_EG.html|info@aglangenchursdorf.de
4736|||Knobelsdorfer Agrarprodukt GmbH & Co.KG vertr. d. Knobelsd. Agrarpr. Verw.-gesellsch. mbH vertr. durch den|Waldheim Stadt|643856|2146|None||No Address|||No Business Description|No Business Name|https://duckduckgo.com/?q=Knobelsdorfer+Agrarprodukt+GmbH+%26+Co.KG+vertr.+d.+Knobelsd.+Agrarpr.+Verw.-gesellsch.+mbH+vertr.+durch+den+site%3Ahttp%3A%2F%2Fwww.firmenwissen.de%2F|None
1896|||Lichtenberger Agrar GmbH & Co.KGGmbH-Geschäftsführung|Lichtenberg|633984|2113|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/01896/3070060893/LICHTENBERGER_AGRAR_GMBH_CO_KG.html|Lichtenbagrar@web.de
37574|||KWS Landwirtschaft GmbH|Einbeck Stadt|632619|2109|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/37574/2110048451/KWS_LANDWIRTSCHAFT_GMBH.html|None
38489|||AG eG Jübar|Jübar|627652|2092|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/3930/1422335482/EG_IMESCH_AG.html|None
19077|||Agrarprodukt GmbH Lübesse|Lübesse|624631|2082|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/06114/3130378825/AGRARPRODUKT_PARTNER_GMBH.html|gerald@kraemer-beratung.de
8393|||Dennheritzer Agrarproduktions-GmbH & Co. KG Kompl.-GmbHdiese Gesch.führer|Dennheritz|618349|2061|None||No Address|||No Business Description|No Business Name|https://duckduckgo.com/?q=Dennheritzer+Agrarproduktions-GmbH+%26+Co.+KG+Kompl.-GmbHdiese+Gesch.f%C3%BChrer+site%3Ahttp%3A%2F%2Fwww.firmenwissen.de%2F|None
6780|||AG Löberitz e. G.|Zörbig Stadt|616528|2055|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/ag_88.html|None
17309|||AGB-Agrargesellschaft Brietzig mbH|Brietzig|611030|2037|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/17309/3490160245/AGB_AGRARGESELLSCHAFT_BRIETZIG_MBH.html|agrar.brietzig@t-online.de
17153|||Ivenacker Eichen LBG mbH & Co. KG|Ivenack|610146|2034|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/10719/2010073343/BETA_BETEILIGUNGSGESELLSCHAFT_FUER_WOHNUNGSBAU_MBH_CO_IMMOBILIEN_FONDS_KG.html|None
1561|||Cunnersdorfer Agrar GmbH|Ebersbach|607825|2026|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/01561/3070055198/CUNNERSDORFER_AGRAR_GMBH.html|None
6925|||Landgut -Dreikirchen- e. G.|Annaburg Stadt|599952|2000|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/99428/3450004094/LANDGUT_WEIMAR_E_G.html|info@landgutweimareg.de
2953|||PROHAV Halbendorf mbH & Co. Landwirtschafts KG  Prohav Halbendorf mbH diese|Groß Düben|592399|1975|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/02953/3050007004/PRODUKTIONS_HANDELS_UND_VERMARKTUNGSGESELLSCHAFT_PROHAV_HALBENDORF_MBH_CO_LANDWIRTSCHAFTS_KG.html|kontakt@gefluegelzucht-jaemlitz.de
8606|||Agrargenossenschaft Tirschendorf e.G.|Mühlental|584148|1947|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/08606/8110030916/AGRARGENOSSENSCHAFT_TIRSCHENDORF_E_G.html|agt-eg@t-online.de
18246|||Agrar Reinstorf e. G.|Klein Belitz|576050|1920|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/24357/2230210400/BALTIC_AGRAR_GMBH_CO_KG.html|None
19273|||Landwirtschaftsb. Straathof|Amt Neuhaus|570354|1901|None||No Address|||No Business Description|No Business Name|https://duckduckgo.com/?q=Landwirtschaftsb.+Straathof+site%3Ahttp%3A%2F%2Fwww.firmenwissen.de%2F|None
39326|||Ohreland KG -Landwirtschaft-|Niedere Börde|568942|1896|None||No Address|||No Business Description|No Business Name|https://duckduckgo.com/?q=Ohreland+KG+-Landwirtschaft-+site%3Ahttp%3A%2F%2Fwww.firmenwissen.de%2F|None
4435|||GbR Pflanzenproduktion Glesien vertr.d. M.u.S. Bernt H. Bonhorst G. Holschowski|Schkeuditz Stadt|564712|1882|None||No Address|||No Business Description|No Business Name|https://duckduckgo.com/?q=GbR+Pflanzenproduktion+Glesien+vertr.d.+M.u.S.+Bernt+H.+Bonhorst+G.+Holschowski+site%3Ahttp%3A%2F%2Fwww.firmenwissen.de%2F|None
39638|||Agrarprod. Lindstedt e.G.|Gardelegen Hansestadt|562837|1876|None||No Address|||No Business Description|No Business Name|https://duckduckgo.com/?q=Agrarprod.+Lindstedt+e.G.+site%3Ahttp%3A%2F%2Fwww.firmenwissen.de%2F|None
29416|||AG mbH Siedenlangenbeck|Kuhfelde|560519|1868|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/97082/8310185562/BGG_BAUUEBERWACHUNGSGESELLSCHAFT_MBH_GLEISBAU.html|None
6347|||Gerbstedter Agrar GmbH|Gerbstedt Stadt|556117|1854|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/06347/3130018112/GERBSTEDTER_AGRAR_GMBH.html|info@agrar-gerbstedt.de
9619|||Agrargenossenschaft Voigtsdorf e.G.|Dorfchemnitz|552778|1843|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/09619/3030049154/AGRARGENOSSENSCHAFT_VOIGTSDORF_E_G.html|info@agrar-voigtsdorf.de
39517|||Landprod.Tangerland e.G. Lüderitz|Tangerhütte Stadt|550294|1834|None||No Address|||No Business Description|No Business Name|https://duckduckgo.com/?q=Landprod.Tangerland+e.G.+L%C3%BCderitz+site%3Ahttp%3A%2F%2Fwww.firmenwissen.de%2F|None
9128|||Wirtschaftshof Euba eG|Chemnitz Stadt|543750|1813|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/09235/3030065010/WEIDE_RIND_GMBH.html|None
9661|||Seifersbacher Marktfrucht GmbH|Rossau|543040|1810|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/09661/3030039455/SEIFERSBACHER_MARKTFRUCHT_GMBH.html|info@land-ag.de
19288|||Agrarprodukte Göhlen e.G.|Göhlen|531402|1771|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/19288/3330019068/AGRARPRODUKTE_GOEHLEN_EG.html|friel@biogas-goehlen.de
8468|||Agrargenossenschaft eG Reichenbach|Heinsdorfergrund|527178|1757|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/02894/3390030561/AGRARGENOSSENSCHAFT_REICHENBACH_MENGELSDORF_EG.html|agrar.reichenbach.mg@gmx.de
19309|||Lenzener Wische RZ GmbH|Lenzerwische|526380|1755|None||No Address|||No Business Description|No Business Name|https://duckduckgo.com/?q=Lenzener+Wische+RZ+GmbH+site%3Ahttp%3A%2F%2Fwww.firmenwissen.de%2F|None
18556|||Agrar GmbH & Co. KG W.-Süd|Altenkirchen|525369|1751|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/18556/3190091505/AGRAR_GESELLSCHAFT_MIT_BESCHRAENKTER_HAFTUNG_CO_KOMMANDITGESELLSCHAFT_WITTOW_SUED.html|agrar_gmbh_wittow_sued@t-online.de
17039|||AG Chemnitz mbH|Blankenhof|525252|1751|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/09126/3030215742/AG_IN_UND_AUSLAENDER_E_V_CHEMNITZ.html|agiu@agiua.de
15324|||Landwirtschaftsgesellschaft Letschin mbH & Co.KG|Letschin|523168|1744|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/15324/3250268474/LANDWIRTSCHAFTSGESELLSCHAFT_LETSCHIN_MBH_CO_KG.html|None
39240|||GbR Habuck|Calbe (Saale) Stadt|519709|1732|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/39240/3170012824/HELMUT_HANK_FRITZ_BUCKENBERGER_GBR.html|None
6386|||Landhof Thurland  e. G.|Südliches Anhalt Stadt|516507|1722|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/06386/3290001869/LANDHOF_THURLAND_E_G.html|None
6258|||Kreipe Landwirtschafts OHG|Schkopau|514400|1715|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/06258/3130017735/KREIPE_LANDWIRTSCHAFTS_OHG.html|None
39615|||AG Seehausen e.G.|Seehausen (Altmark) Hansestadt|508788|1696|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/39606/3350035021/PETER_SCHMIDT_VERMOEGENSBERATUNG.html|peter.schmidt@dvag.de
14823|||Hoher Fläming eG Rädigke-Niemegk|Rabenstein/Fläming|505851|1686|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/14823/3270021738/HOHER_FLAEMING_EG_RAEDIGKE_NIEMEGK.html|ag.raedigke@gmx.de
15518|||FW Agrarprod. GmbH Beerfelde|Steinhöfel|504829|1683|None||No Address|||No Business Description|No Business Name|https://duckduckgo.com/?q=FW+Agrarprod.+GmbH+Beerfelde+site%3Ahttp%3A%2F%2Fwww.firmenwissen.de%2F|None
1744|||Agrargenossenschaft Reinholdshain e. G.|Dippoldiswalde Stadt|501362|1671|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/01744/3070023413/AGRARGENOSSENSCHAFT_REINHOLDSHAIN_E_G.html|verwaltung@ag-reinholdshain.de
17392|||Spantekower Agrar Aktiengesellschaft|Spantekow|495316|1651|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/17392/3490043069/SPANTEKOWER_AGRAR_AKTIENGESELLSCHAFT.html|None
80939|||Landeshauptstadt München|München Landeshauptstadt|494452|1648|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/81541/8170371660/MUENCHENSTIFT_GMBH_GEMEINNUETZIGE_GESELLSCHAFT_DER_LANDESHAUPTSTADT_WOHNEN_UND_PFLEGEN_IN_DER_STADT.html|info@muenchenstift.de
1665|||AGRO GmbH Burkhardswalde /die|Klipphausen|491944|1640|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/01665/3070052324/AGRO_GMBH_BURKHARDSWALDE_GESELLSCHAFT_ZUR_ERZEUGUNG_UND_HANDEL_AGRARISCHER_PRODUKTE.html|None
17166|||Versuchsbetrieb Roge GbR|Groß Roge|489929|1633|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/03050/3050023126/DUBRAU_ROGE_MEDIZINTECHNIK_GMBH.html|info@medizintechnik-dubrau-gypser.de
4626|||Agrargenossenschaft  Altenburger Land Dobitschen e.G.|Altkirchen|477327|1591|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/04626/3110038438/AGRARGENOSSENSCHAFT_ALTENBURGER_LAND_DOBITSCHEN_EG.html|info@agrar-dobitschen.de
4509|||Landbau Kyhna KGBernd Meinert|Wiedemar|476019|1587|None||No Address|||No Business Description|No Business Name|https://duckduckgo.com/?q=Landbau+Kyhna+KGBernd+Meinert+site%3Ahttp%3A%2F%2Fwww.firmenwissen.de%2F|None
8538|||Kröstauer AGRAR Produktions- und Handels GmbH vertr. durch d.|Weischlitz|473472|1578|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/24357/2230210400/BALTIC_AGRAR_GMBH_CO_KG.html|None
38486|||Milcherzeugergen. Klötze|Klötze Stadt|473062|1577|None||No Address|||No Business Description|No Business Name|https://duckduckgo.com/?q=Milcherzeugergen.+Kl%C3%B6tze+site%3Ahttp%3A%2F%2Fwww.firmenwissen.de%2F|None
17291|||Agrarwirtschaft Groeben GmbH|Grünow|472337|1574|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/17291/3490009993/AGRARWIRTSCHAFT_GROEBEN_GMBH.html|None
39387|||Nehring-Isermeyer GbR|Oschersleben (Bode) Stadt|471072|1570|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/39387/3170021204/DR_WOLFGANG_NEHRING_DR_HARALD_ISERMEYER_GBR_LANDWIRTSCHAFT.html|None
18519|||Agrar GmbH Reinberg & Co. KG|Sundhagen|468827|1563|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/18519/3190049335/AGRARGESELLSCHAFT_MIT_BESCHRAENKTER_HAFTUNG_REINBERG_CO_KOMMANDITGESELLSCHAFT.html|None
99706|||Landwirtschaftliches Unternehmen e.G.|Sondershausen Stadt|461093|1537|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/38489/3350005547/LANDWIRTSCHAFTLICHES_UNTERNEHMEN_TANGELN_E_G.html|LU-Tangeln@t-online.de
17291|||Agrarpr. Grünow GmbH & CoKG|Grünow|459739|1532|None||No Address|||No Business Description|No Business Name|https://duckduckgo.com/?q=Agrarpr.+Gr%C3%BCnow+GmbH+%26+CoKG+site%3Ahttp%3A%2F%2Fwww.firmenwissen.de%2F|None
6901|||LWBG G. und I. Lansink GbR|Kemberg Stadt|458355|1528|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/is_52.html|None
6925|||Landgut -Heideck- e.G.|Annaburg Stadt|458227|1527|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/06925/3290031052/LANDGUT_ELBELAND_AXIEN_E_G.html|None
50374|||RWE Power AG|Erftstadt Stadt|452130|1507|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/45896/4090060222/E_ON_KRAFTWERKE_GMBH_UND_RWE_POWER_AG_KRAFTWERK_BUER_GBR.html|None
4808|||Ackerbau-GbR Falkenhain|Lossatal|450384|1501|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/04808/3150030434/PETRA_PISSORS_UND_MARCO_PISSORS_GBR_ACKERBAU_FALKENHAIN_GBR.html|ackerbau-Falkenhain@t-online.de
99869|||Landwirtschaftlicher Betrieb Grabsleben GmbH & Co.KG|Drei Gleichen|449392|1498|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/99869/3230112248/LANDWIRTSCHAFTLICHER_BETRIEB_GRABSLEBEN_GMBH_CO_KG.html|lwbgl@t-online.de
1454|||LU An der Dresdner Heide GmbH & Co. KG vertr.durch die Verwaltungsgesellschaft mbH diese vertr.durch den|Radeberg Stadt|445193|1484|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/erweiterte_suche.html|None
17406|||Agrar GmbH Usedom & Co. KG|Usedom Stadt|441822|1473|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/17406/3190415227/USEDOMER_HOF_AGRAR_GMBH_CO_KG.html|None
9569|||BEGA Gahlenz e.G.|Oederan Stadt|440601|1469|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/09569/3030020746/BEGA_BAEUERLICHE_ERZEUGERGENOSSENSCHAFT_GAHLENZ_E_G.html|BEGA-Oe@t-online.de
17153|||LBG mbH Jürgenstorf|Jürgenstorf|439257|1464|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/17153/3490029130/WAERMEVERSORGUNG_JUERGENSTORF_GMBH.html|info@waerme-stavenhagen.de
14929|||AG -Fläming- e.G.|Treuenbrietzen Stadt|435321|1451|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/01594/3070037441/AGRARGENOSSENSCHAFT_RIESA_E_G.html|ag-riesa-werner@web.de
29410|||APB Seebenau eG|Salzwedel Hansestadt|432204|1441|None||No Address|||No Business Description|No Business Name|https://duckduckgo.com/?q=APB+Seebenau+eG+site%3Ahttp%3A%2F%2Fwww.firmenwissen.de%2F|None
1744|||SAG Sadisdorfer Agrar AG|Dippoldiswalde Stadt|430592|1435|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/01744/3070219971/SAG_SADISDORFER_AGRAR_AG.html|agrar-sadisdorf@t-online.de
17337|||Pflanzenbau - Hof Fichtner Wenke Möllhoff|Uckerland|430381|1435|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/17337/3490025619/WENKKE_MOELLHOFF.html|fichtner-kleisthoehe@t-online.de
18276|||PG Gerdshagen/Lohmen e.G.|Klein Upahl|429890|1433|None||No Address|||No Business Description|No Business Name|https://duckduckgo.com/?q=PG+Gerdshagen%2FLohmen+e.G.+site%3Ahttp%3A%2F%2Fwww.firmenwissen.de%2F|None
17398|||Henrich / Bettin GbR Landwirtschaftsbetrieb|Ducherow|428273|1428|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/17398/3490035477/ROLAND_HENRICH_UND_GISELA_BETTIN_GBR_LANDWIRTSCHAFT.html|None
39596|||Agrarproduktiv-Gen.Schwarzholz|Hohenberg-Krusemark|428048|1427|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/39596/3350006127/AGRARPRODUKTIV_GENOSSENSCHAFT_E_G_SCHWARZHOLZ.html|apg.eg.schwarzholz@t-online.de
15926|||Agrarges. Cahnsdorf-Duben GbR|Luckau Stadt|423882|1413|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/15926/3050043858/AGRARGESELLSCHAFT_GBR_CAHNSDORF_DUBEN.html|agrar-cd@arcor.de
38486|||AG -Jeetzequelle- e.G. Immekath|Klötze Stadt|420621|1402|None||No Address|||No Business Description|No Business Name|https://duckduckgo.com/?q=AG+-Jeetzequelle-+e.G.+Immekath+site%3Ahttp%3A%2F%2Fwww.firmenwissen.de%2F|None
16766|||belafarm Beetzer LW-Gesellschaft mbH|Kremmen Stadt|420185|1401|None||No Address|||No Business Description|No Business Name|https://duckduckgo.com/?q=belafarm+Beetzer+LW-Gesellschaft+mbH+site%3Ahttp%3A%2F%2Fwww.firmenwissen.de%2F|None
17089|||Landgut Grapzow Weinreich/Grabowski GbR|Grapzow|420105|1400|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/17089/3490006480/FRANK_WEINREICH_UND_LUTZ_GRABOWSKI_LANDGUT_GRAPZOW.html|Landgut-Grapzow@t-online.de
14715|||AG Gülpe e.G.|Havelaue|415630|1385|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/8200/1420927818/EVALUESERVE_AG.html|info@jfag.ch
17209|||Agrargenossenschaft e.G.Massow -Grabow|Massow|413818|1379|None||No Address|||No Business Description|No Business Name|https://duckduckgo.com/?q=Agrargenossenschaft+e.G.Massow+-Grabow+site%3Ahttp%3A%2F%2Fwww.firmenwissen.de%2F|None
4886|||GbR Görlich/ErdmannUdo Görlich und Marianne Erdmann|Beilrode|409738|1366|None||No Address|||No Business Description|No Business Name|https://duckduckgo.com/?q=GbR+G%C3%B6rlich%2FErdmannUdo+G%C3%B6rlich+und+Marianne+Erdmann+site%3Ahttp%3A%2F%2Fwww.firmenwissen.de%2F|None
6386|||Weißandt-Gölzauer Agrar AG|Südliches Anhalt Stadt|409434|1365|None||No Address|||No Business Description|No Business Name|https://duckduckgo.com/?q=Wei%C3%9Fandt-G%C3%B6lzauer+Agrar+AG+site%3Ahttp%3A%2F%2Fwww.firmenwissen.de%2F|None
14778|||Brielower Agrar-GmbH|Beetzsee|407651|1359|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/24357/2230210400/BALTIC_AGRAR_GMBH_CO_KG.html|None
17309|||Produktivgenossenschaft Schönwalde e.G.|Schönwalde|406418|1355|None||No Address|||No Business Description|No Business Name|https://duckduckgo.com/?q=Produktivgenossenschaft+Sch%C3%B6nwalde+e.G.+site%3Ahttp%3A%2F%2Fwww.firmenwissen.de%2F|None
17121|||Görminer LB GmbH & Co.KG Peenetal|Görmin|403478|1345|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/31177/2210115345/SCHLOTE_GMBH_CO_KG.html|info@schlote.com
7619|||GbR Wetzdorf|Schkölen Stadt|399201|1331|None||No Address|||No Business Description|No Business Name|https://duckduckgo.com/?q=GbR+Wetzdorf+site%3Ahttp%3A%2F%2Fwww.firmenwissen.de%2F|None
6780|||AG Zörbig e. G.|Zörbig Stadt|398824|1329|None||No Address|||No Business Description|No Business Name|http://www.firmenwissen.de/az/firmeneintrag/90763/8190760391/GGP_METALPOWDER_AG.html|info@ggp-metal.com
4774|||Landgut Börln GbRHerrn Karl-Hermann Stein|Dahlen Stadt|397185|1324|None||No Address|||No Business Description|No Business Name|https://duckduckgo.com/?q=Landgut+B%C3%B6rln+GbRHerrn+Karl-Hermann+Stein+site%3Ahttp%3A%2F%2Fwww.firmenwissen.de%2F|None
39397|||Freikreuz GbR|Kroppenstedt Stadt|396670|1322|None||No Address|||No Business Description|No Business Name|https://duckduckgo.com/?q=Freikreuz+GbR+site%3Ahttp%3A%2F%2Fwww.firmenwissen.de%2F|None
1796|||Agrar-Produktivgenossenschaft Pirna-Cotta e. G.|Pirna Stadt|395566|1319|None||No Address|||No Business Description|No Business Name|https://duckduckgo.com/?q=Agrar-Produktivgenossenschaft+Pirna-Cotta+e.+G.+site%3Ahttp%3A%2F%2Fwww.firmenwissen.de%2F|None
39307|||Agrarwirt. Demsin  GmbH|Jerichow Stadt|394534|1315|None||No Address|||No Business Description|No Business Name|https://duckduckgo.com/?q=Agrarwirt.+Demsin++GmbH+site%3Ahttp%3A%2F%2Fwww.firmenwissen.de%2F|None
